"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","NAT","Citizenship","COU","Country of residence","Value","Flag Codes","Flags"
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",70277,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",113793,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",2855395,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",199282,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",1191354,,
"ALL_COUB","All countries of birth","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",4246031,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",159570,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",14236601,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",43282194,,
"ALL_COUB","All countries of birth","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",57678365,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",3019228,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",14475136,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",44543825,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",62038189,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",383,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",5092,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",5063,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",10538,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",440570,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",140350,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",336529,,
"ALL_COUB","All countries of birth","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",917449,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",8647,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",2743906,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",8947947,,
"ALL_COUB","All countries of birth","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",11700500,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",449600,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",2889348,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",9289539,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",12628487,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",20959,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",256177,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",179242,,
"ALL_COUB","All countries of birth","99","Unknown place of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",456378,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",5432469,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",765991,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",2911322,,
"ALL_COUB","All countries of birth","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",9109782,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",276141,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",25995243,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",103821915,,
"ALL_COUB","All countries of birth","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",130093299,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","OTO","OECD - Total",5729569,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","99","Unknown citizenship status","OTO","OECD - Total",27017411,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","OTO","OECD - Total",106912479,,
"ALL_COUB","All countries of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","OTO","OECD - Total",139659459,,
"AFRI","Africa","1","Foreign-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"AFRI","Africa","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",7,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",8,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",15,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",7,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",8,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",15,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",25,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",3,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3,,
"ASIA","Asia","1","Foreign-born","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",31,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",25,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",3,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3,,
"ASIA","Asia","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",31,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",11,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",12,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",23,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",11,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",12,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",23,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",7,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",7,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",47,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",3,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",26,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",76,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",47,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",3,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",26,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",76,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",15,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",102,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",117,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",10,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",2996,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3010,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",19,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",10,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3098,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3127,,
"EURO","Europe","1","Foreign-born","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",402,,
"EURO","Europe","1","Foreign-born","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1138,,
"EURO","Europe","1","Foreign-born","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1540,,
"EURO","Europe","0","Native-born","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"EURO","Europe","0","Native-born","99","Unknown education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",67,,
"EURO","Europe","0","Native-born","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3118,,
"EURO","Europe","0","Native-born","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3189,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",406,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",67,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",4256,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",4729,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",601,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",2374,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",2975,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",5,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",6,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",11703,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",11714,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",606,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",6,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",14077,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",14689,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",16,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",32,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",48,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",6,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",998,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1004,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",16,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",6,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1030,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1052,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1034,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",3646,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",4680,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",13,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",89,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",18815,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",18917,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1047,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",89,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",22461,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",23597,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"NOAM","North America","1","Foreign-born","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",47,,
"NOAM","North America","1","Foreign-born","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",47,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",47,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",47,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",1,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",3,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",4,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",4,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",4,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",55,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",2,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",57,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",55,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",2,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",57,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",1,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",21,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",85,,
"OTHER","Other and unknown places of birth","99","Unknown place of birth","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",106,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",6,,
"OTHER","Other and unknown places of birth","1","Foreign-born","2","ISCED 3/4","99","Unknown age","ALL_NAT","All citizenships","OTO","OECD - Total",8,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","2","Citizen of another country","OTO","OECD - Total",2,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","99","Unknown citizenship status","OTO","OECD - Total",27,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","2","ISCED 3/4","99","Unknown age","1","Citizen of the country of residence","OTO","OECD - Total",85,,
